<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.01	00:00:00	111.056	111.65	109.058	109.667	1074325	0	15
2021.08.01	00:00:00	109.644	110.794	108.715	109.978	1110499	0	15
2021.09.01	00:00:00	109.985	112.071	109.106	111.26	719703	0	15
2021.10.01	00:00:00	111.24	114.692	110.814	114.093	879470	0	15
2021.11.01	00:00:00	114.093	115.513	112.525	113.127	1012123	0	15
2021.12.01	00:00:00	113.112	115.199	112.55	115.12	896222	0	15
2022.01.01	00:00:00	115.033	116.338	113.463	115.045	902276	0	15
2022.02.01	00:00:00	115.027	116.331	114.145	114.971	1114850	0	15
2022.03.01	00:00:00	114.972	125.093	114.642	121.664	1550941	0	15
2022.04.01	00:00:00	121.634	131.244	121.598	129.746	1821224	0	15
2022.05.01	00:00:00	129.719	131.34	126.353	128.6	2066781	0	15
2022.06.01	00:00:00	128.577	136.996	128.572	135.706	2882945	0	15
2022.07.01	00:00:00	135.706	139.379	132.496	133.209	2162588	0	15
2022.08.01	00:00:00	133.246	139.071	130.381	138.942	2553230	0	15
2022.09.01	00:00:00	138.925	145.896	138.774	144.739	3622369	0	15
2022.10.01	00:00:00	144.667	151.937	143.516	148.751	3138783	0	15
2022.11.01	00:00:00	148.751	148.818	137.491	138.001	3642466	0	15
2022.12.01	00:00:00	138.008	138.166	130.558	131.088	3557166	0	15
2023.01.01	00:00:00	130.906	134.767	127.214	130.054	3788397	0	15
2023.02.01	00:00:00	130.03	136.912	128.076	136.176	3116536	0	15
2023.03.01	00:00:00	136.101	137.903	129.633	132.804	3321981	0	15
2023.04.01	00:00:00	133.365	136.555	130.62	136.295	1632846	0	15
2023.05.01	00:00:00	136.102	140.924	133.493	139.317	2164342	0	15
2023.06.01	00:00:00	139.315	145.061	138.424	144.254	2079433	0	15
2023.07.01	00:00:00	144.343	144.907	137.232	142.26	2250144	0	15
2023.08.01	00:00:00	142.259	147.365	141.504	145.518	2571271	0	15
2023.09.01	00:00:00	145.513	149.697	144.434	149.312	1850118	0	17
2023.10.01	00:00:00	149.593	151.701	147.277	151.611	1802629	0	19
2023.11.01	00:00:00	151.612	151.898	146.659	148.164	1834548	0	19
2023.12.01	00:00:00	148.15	148.336	140.241	140.993	2877921	0	18
2024.01.01	00:00:00	140.826	148.793	140.799	146.852	3061161	0	19
2024.02.01	00:00:00	146.854	150.874	145.886	149.962	2724769	0	18
2024.03.01	00:00:00	149.96	151.961	146.47	151.295	2613128	0	19
2024.04.01	00:00:00	151.245	160.205	150.8	157.781	2148639	0	19
2024.05.01	00:00:00	157.779	157.975	151.85	157.241	2106927	0	20
2024.06.01	00:00:00	157.1	161.271	154.526	160.827	2155157	0	20
2024.07.01	00:00:00	160.717	161.939	149.597	149.948	3366318	0	20
2024.08.01	00:00:00	149.938	150.879	141.678	146.12	4978860	0	20
2024.09.01	00:00:00	145.973	147.2	139.569	143.615	4174951	0	20
2024.10.01	00:00:00	143.614	153.872	142.96	152.023	3454121	0	20
2024.11.01	00:00:00	152.023	156.739	149.454	149.606	3501018	0	20
2024.12.01	00:00:00	149.549	158.073	148.634	157.357	2800127	0	20
2025.01.01	00:00:00	157.196	158.868	153.702	155.177	3244593	0	20
2025.02.01	00:00:00	154.72	155.878	148.55	150.578	3771172	0	20
2025.03.01	00:00:00	150.63	151.293	146.53	149.948	4152332	0	20
2025.04.01	00:00:00	149.937	150.477	139.875	142.97	5035083	0	20
2025.05.01	00:00:00	142.951	148.639	142.101	143.967	3266508	0	20
2025.06.01	00:00:00	143.748	148.021	142.364	143.965	2972457	0	20
2025.07.01	00:00:00	143.972	150.832	142.673	150.746	2363160	0	20
2025.08.01	00:00:00	150.678	150.907	146.204	147.031	2083606	0	20
2025.09.01	00:00:00	147.029	149.948	145.47	147.908	2003557	0	20
2025.10.01	00:00:00	147.747	154.433	146.578	153.99	2445884	0	20
2025.11.01	00:00:00	153.948	157.882	152.809	156.158	2068761	0	20
2025.12.01	00:00:00	156.043	157.767	154.332	156.814	2042278	0	21
2026.01.01	00:00:00	156.901	159.442	152.08	154.755	2310411	0	20
