run_id,stage,params_json,trades,win_rate,non_loss_rate,profit_factor,net_profit,max_drawdown,sharpe_ratio,annual_return,composite_score,elapsed_sec
s3_82afabd8,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",235,64.25,82.56,6.45,279645.0,0.59,3.68,9.32,6.4119,46.1
s3_9f4682c2,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",237,71.05,76.59,5.2,318947.0,0.59,3.48,10.63,5.1693,47.0
s3_d71a384e,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.25}",177,60.08,75.31,6.17,323822.0,0.66,3.55,10.79,6.1293,45.3
s3_618c2ac2,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.0}",242,74.3,78.5,5.49,344053.0,0.74,3.81,11.47,5.4494,43.4
s3_7369a4cf,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",232,73.56,76.17,4.38,296844.0,1.05,3.31,9.89,4.334,43.5
s3_cd0e9ec5,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",239,77.11,77.97,4.32,330031.0,0.9,3.63,11.0,4.2811,45.5
s3_0326e0ee,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.5}",238,65.81,83.84,7.19,311479.0,0.52,3.76,10.38,7.1526,48.0
s3_149882d4,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.75}",174,67.94,70.91,4.79,355636.0,0.81,3.57,11.85,4.7512,45.3
s3_a7d7863f,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.25}",236,76.25,78.42,4.6,336018.0,0.81,3.6,11.2,4.5627,43.3
s3_84603969,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 1.0, ""signal_rev_ratio"": 0.5}",239,70.94,73.1,4.49,268976.0,1.02,3.19,8.97,4.4442,45.3
s3_9cbaaf68,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.75}",234,64.59,82.98,6.86,281215.0,0.59,3.64,9.37,6.8195,48.3
s3_84a8637b,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",244,67.96,77.76,6.25,284811.0,0.63,3.52,9.49,6.2106,44.1
s3_78210ef8,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.75}",198,61.11,71.14,7.07,329959.0,0.63,3.69,11.0,7.0255,46.2
s3_4dc8de2a,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.0}",198,61.11,71.14,7.08,330678.0,0.63,3.69,11.02,7.0354,47.6
s3_5106c434,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.5, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.5, ""signal_rev_ratio"": 0.5}",237,73.31,84.7,6.85,352658.0,0.57,3.82,11.76,6.811,45.6
s3_327472a6,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 2.0, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.1, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.5}",230,72.31,78.45,5.21,293907.0,0.59,3.47,9.8,5.1793,43.2
s3_9701ade4,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 60.0, ""partial_1r_ratio"": 0.15, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.0}",255,62.92,79.41,7.4,295649.0,0.41,3.65,9.85,7.3697,44.5
s3_907a0359,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 2.0, ""trailing_atr_mult"": 1.0, ""stag_exit_minutes"": 180.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.25}",236,76.47,82.49,6.18,359386.0,0.57,3.86,11.98,6.1448,47.5
s3_ce833240,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.0, ""trailing_atr_mult"": 1.5, ""stag_exit_minutes"": 120.0, ""partial_1r_ratio"": 0.05, ""early_be_r"": 0.7, ""signal_rev_ratio"": 0.75}",242,74.3,78.5,5.61,354462.0,0.75,3.79,11.82,5.5679,46.2
s3_db4365cd,3,"{""timeframes"": [""M15"", ""H1"", ""H4""], ""regime_detection_tf"": ""H1"", ""htf_alignment_tfs"": [""H4""], ""consensus_threshold"": 4.5, ""consensus_primary_weight"": 1.0, ""consensus_entry_weight"": 1.5, ""consensus_confirm_weight"": 4.0, ""consensus_manage_weight"": 2.5, ""consensus_other_weight"": 0.5, ""trailing_start_r"": 1.5, ""trailing_atr_mult"": 2.5, ""stag_exit_minutes"": 90.0, ""partial_1r_ratio"": 0.0, ""early_be_r"": 0.3, ""signal_rev_ratio"": 0.25}",192,52.11,76.74,7.25,324292.0,0.59,3.63,10.81,7.2072,43.2
